time_s,probe,quantity,value,unit
7776000,P_13_13_13,sw,0,
10368000,P_3_3_15,pressure,19003200,Pa
10368000,P_3_3_15,sg,0,
10368000,P_3_3_15,so,1,
10368000,P_3_3_15,sw,0,
10368000,P_8_3_15,pressure,19031300,Pa
10368000,P_8_3_15,sg,0,
10368000,P_8_3_15,so,1,
10368000,P_8_3_15,sw,0,
10368000,P_13_3_15,pressure,19002300,Pa
10368000,P_13_3_15,sg,0,
10368000,P_13_3_15,so,1,
10368000,P_13_3_15,sw,0,
10368000,P_3_8_15,pressure,19044800,Pa
10368000,P_3_8_15,sg,0,
10368000,P_3_8_15,so,1,
10368000,P_3_8_15,sw,0,
10368000,P_8_8_15,pressure,19042700,Pa
10368000,P_8_8_15,sg,0,
10368000,P_8_8_15,so,1,
10368000,P_8_8_15,sw,0,
10368000,P_13_8_15,pressure,19031300,Pa
10368000,P_13_8_15,sg,0,
10368000,P_13_8_15,so,1,
10368000,P_13_8_15,sw,0,
10368000,P_3_13_15,pressure,19055100,Pa
10368000,P_3_13_15,sg,0,
10368000,P_3_13_15,so,1,
10368000,P_3_13_15,sw,0,
10368000,P_8_13_15,pressure,19044800,Pa
10368000,P_8_13_15,sg,0,
10368000,P_8_13_15,so,1,
10368000,P_8_13_15,sw,0,
10368000,P_13_13_15,pressure,19003200,Pa
10368000,P_13_13_15,sg,0,
10368000,P_13_13_15,so,1,
10368000,P_13_13_15,sw,0,
10368000,P_3_3_14,pressure,19003400,Pa
10368000,P_3_3_14,sg,0,
10368000,P_3_3_14,so,1,
10368000,P_3_3_14,sw,0,
10368000,P_8_3_14,pressure,19035100,Pa
10368000,P_8_3_14,sg,0,
10368000,P_8_3_14,so,1,
10368000,P_8_3_14,sw,0,
10368000,P_13_3_14,pressure,19002500,Pa
10368000,P_13_3_14,sg,0,
10368000,P_13_3_14,so,1,
10368000,P_13_3_14,sw,0,
10368000,P_3_8_14,pressure,19048700,Pa
10368000,P_3_8_14,sg,0,
10368000,P_3_8_14,so,1,
10368000,P_3_8_14,sw,0,
10368000,P_8_8_14,pressure,19048400,Pa
10368000,P_8_8_14,sg,0,
10368000,P_8_8_14,so,1,
10368000,P_8_8_14,sw,0,
10368000,P_13_8_14,pressure,19035100,Pa
10368000,P_13_8_14,sg,0,
10368000,P_13_8_14,so,1,
10368000,P_13_8_14,sw,0,
10368000,P_3_13_14,pressure,19058700,Pa
10368000,P_3_13_14,sg,0,
10368000,P_3_13_14,so,1,
10368000,P_3_13_14,sw,0,
10368000,P_8_13_14,pressure,19048700,Pa
10368000,P_8_13_14,sg,0,
10368000,P_8_13_14,so,1,
10368000,P_8_13_14,sw,0,
10368000,P_13_13_14,pressure,19003400,Pa
10368000,P_13_13_14,sg,0,
10368000,P_13_13_14,so,1,
10368000,P_13_13_14,sw,0,
10368000,P_3_3_13,pressure,19003800,Pa
10368000,P_3_3_13,sg,0,
10368000,P_3_3_13,so,1,
10368000,P_3_3_13,sw,0,
10368000,P_8_3_13,pressure,19043200,Pa
10368000,P_8_3_13,sg,0,
10368000,P_8_3_13,so,1,
10368000,P_8_3_13,sw,0,
10368000,P_13_3_13,pressure,19003000,Pa
10368000,P_13_3_13,sg,0,
10368000,P_13_3_13,so,1,
10368000,P_13_3_13,sw,0,
10368000,P_3_8_13,pressure,19056800,Pa
10368000,P_3_8_13,sg,0,
10368000,P_3_8_13,so,1,
10368000,P_3_8_13,sw,0,
10368000,P_8_8_13,pressure,19062800,Pa
10368000,P_8_8_13,sg,0,
10368000,P_8_8_13,so,1,
10368000,P_8_8_13,sw,0,
10368000,P_13_8_13,pressure,19043200,Pa
10368000,P_13_8_13,sg,0,
10368000,P_13_8_13,so,1,
10368000,P_13_8_13,sw,0,
10368000,P_3_13_13,pressure,19065800,Pa
10368000,P_3_13_13,sg,0,
10368000,P_3_13_13,so,1,
10368000,P_3_13_13,sw,0,
10368000,P_8_13_13,pressure,19056800,Pa
10368000,P_8_13_13,sg,0,
10368000,P_8_13_13,so,1,
10368000,P_8_13_13,sw,0,
10368000,P_13_13_13,pressure,19003800,Pa
10368000,P_13_13_13,sg,0,
10368000,P_13_13_13,so,1,
10368000,P_13_13_13,sw,0,
12960000,P_3_3_15,pressure,19003200,Pa
12960000,P_3_3_15,sg,0,
12960000,P_3_3_15,so,1,
12960000,P_3_3_15,sw,0,
12960000,P_8_3_15,pressure,19031300,Pa
12960000,P_8_3_15,sg,0,
12960000,P_8_3_15,so,1,
12960000,P_8_3_15,sw,0,
12960000,P_13_3_15,pressure,19002300,Pa
12960000,P_13_3_15,sg,0,
12960000,P_13_3_15,so,1,
12960000,P_13_3_15,sw,0,
12960000,P_3_8_15,pressure,19044800,Pa
12960000,P_3_8_15,sg,0,
12960000,P_3_8_15,so,1,
12960000,P_3_8_15,sw,0,
12960000,P_8_8_15,pressure,19042700,Pa
12960000,P_8_8_15,sg,0,
12960000,P_8_8_15,so,1,
12960000,P_8_8_15,sw,0,
12960000,P_13_8_15,pressure,19031300,Pa
12960000,P_13_8_15,sg,0,
12960000,P_13_8_15,so,1,
12960000,P_13_8_15,sw,0,
12960000,P_3_13_15,pressure,19055100,Pa
12960000,P_3_13_15,sg,0,
12960000,P_3_13_15,so,1,
12960000,P_3_13_15,sw,0,
12960000,P_8_13_15,pressure,19044800,Pa
12960000,P_8_13_15,sg,0,
12960000,P_8_13_15,so,1,
12960000,P_8_13_15,sw,0,
12960000,P_13_13_15,pressure,19003200,Pa
12960000,P_13_13_15,sg,0,
12960000,P_13_13_15,so,1,
12960000,P_13_13_15,sw,0,
12960000,P_3_3_14,pressure,19003400,Pa
12960000,P_3_3_14,sg,0,
12960000,P_3_3_14,so,1,
12960000,P_3_3_14,sw,0,
12960000,P_8_3_14,pressure,19035100,Pa
12960000,P_8_3_14,sg,0,
12960000,P_8_3_14,so,1,
12960000,P_8_3_14,sw,0,
12960000,P_13_3_14,pressure,19002500,Pa
12960000,P_13_3_14,sg,0,
12960000,P_13_3_14,so,1,
12960000,P_13_3_14,sw,0,
12960000,P_3_8_14,pressure,19048700,Pa
12960000,P_3_8_14,sg,0,
12960000,P_3_8_14,so,1,
12960000,P_3_8_14,sw,0,
12960000,P_8_8_14,pressure,19048400,Pa
12960000,P_8_8_14,sg,0,
12960000,P_8_8_14,so,1,
12960000,P_8_8_14,sw,0,
12960000,P_13_8_14,pressure,19035100,Pa
12960000,P_13_8_14,sg,0,
12960000,P_13_8_14,so,1,
12960000,P_13_8_14,sw,0,
12960000,P_3_13_14,pressure,19058700,Pa
12960000,P_3_13_14,sg,0,
12960000,P_3_13_14,so,1,
12960000,P_3_13_14,sw,0,
12960000,P_8_13_14,pressure,19048700,Pa
12960000,P_8_13_14,sg,0,
12960000,P_8_13_14,so,1,
12960000,P_8_13_14,sw,0,
12960000,P_13_13_14,pressure,19003400,Pa
12960000,P_13_13_14,sg,0,
12960000,P_13_13_14,so,1,
12960000,P_13_13_14,sw,0,
12960000,P_3_3_13,pressure,19003800,Pa
12960000,P_3_3_13,sg,0,
12960000,P_3_3_13,so,1,
12960000,P_3_3_13,sw,0,
12960000,P_8_3_13,pressure,19043200,Pa
12960000,P_8_3_13,sg,0,
12960000,P_8_3_13,so,1,
12960000,P_8_3_13,sw,0,
12960000,P_13_3_13,pressure,19003000,Pa
12960000,P_13_3_13,sg,0,
12960000,P_13_3_13,so,1,
12960000,P_13_3_13,sw,0,
12960000,P_3_8_13,pressure,19056800,Pa
12960000,P_3_8_13,sg,0,
12960000,P_3_8_13,so,1,
12960000,P_3_8_13,sw,0,
12960000,P_8_8_13,pressure,19062800,Pa
12960000,P_8_8_13,sg,0,
12960000,P_8_8_13,so,1,
12960000,P_8_8_13,sw,0,
12960000,P_13_8_13,pressure,19043200,Pa
12960000,P_13_8_13,sg,0,
12960000,P_13_8_13,so,1,
12960000,P_13_8_13,sw,0,
12960000,P_3_13_13,pressure,19065800,Pa
12960000,P_3_13_13,sg,0,
12960000,P_3_13_13,so,1,
12960000,P_3_13_13,sw,0,
12960000,P_8_13_13,pressure,19056800,Pa
12960000,P_8_13_13,sg,0,
12960000,P_8_13_13,so,1,
12960000,P_8_13_13,sw,0,
12960000,P_13_13_13,pressure,19003800,Pa
12960000,P_13_13_13,sg,0,
12960000,P_13_13_13,so,1,
12960000,P_13_13_13,sw,0,
15552000,P_3_3_15,pressure,19003200,Pa
15552000,P_3_3_15,sg,0,
15552000,P_3_3_15,so,1,
15552000,P_3_3_15,sw,0,
15552000,P_8_3_15,pressure,19031300,Pa
15552000,P_8_3_15,sg,0,
15552000,P_8_3_15,so,1,
15552000,P_8_3_15,sw,0,
15552000,P_13_3_15,pressure,19002300,Pa
15552000,P_13_3_15,sg,0,
15552000,P_13_3_15,so,1,
15552000,P_13_3_15,sw,0,
15552000,P_3_8_15,pressure,19044800,Pa
15552000,P_3_8_15,sg,0,
15552000,P_3_8_15,so,1,
15552000,P_3_8_15,sw,0,
15552000,P_8_8_15,pressure,19042700,Pa
15552000,P_8_8_15,sg,0,
15552000,P_8_8_15,so,1,
15552000,P_8_8_15,sw,0,
15552000,P_13_8_15,pressure,19031300,Pa
15552000,P_13_8_15,sg,0,
15552000,P_13_8_15,so,1,
15552000,P_13_8_15,sw,0,
15552000,P_3_13_15,pressure,19055100,Pa
15552000,P_3_13_15,sg,0,
15552000,P_3_13_15,so,1,
15552000,P_3_13_15,sw,0,
15552000,P_8_13_15,pressure,19044800,Pa
15552000,P_8_13_15,sg,0,
15552000,P_8_13_15,so,1,
15552000,P_8_13_15,sw,0,
15552000,P_13_13_15,pressure,19003200,Pa
15552000,P_13_13_15,sg,0,
15552000,P_13_13_15,so,1,
15552000,P_13_13_15,sw,0,
15552000,P_3_3_14,pressure,19003400,Pa
15552000,P_3_3_14,sg,0,
15552000,P_3_3_14,so,1,
15552000,P_3_3_14,sw,0,
15552000,P_8_3_14,pressure,19035100,Pa
15552000,P_8_3_14,sg,0,
15552000,P_8_3_14,so,1,
15552000,P_8_3_14,sw,0,
15552000,P_13_3_14,pressure,19002500,Pa
15552000,P_13_3_14,sg,0,
15552000,P_13_3_14,so,1,
15552000,P_13_3_14,sw,0,
15552000,P_3_8_14,pressure,19048700,Pa
15552000,P_3_8_14,sg,0,
15552000,P_3_8_14,so,1,
15552000,P_3_8_14,sw,0,
15552000,P_8_8_14,pressure,19048400,Pa
15552000,P_8_8_14,sg,0,
15552000,P_8_8_14,so,1,
15552000,P_8_8_14,sw,0,
15552000,P_13_8_14,pressure,19035100,Pa
15552000,P_13_8_14,sg,0,
15552000,P_13_8_14,so,1,
15552000,P_13_8_14,sw,0,
15552000,P_3_13_14,pressure,19058700,Pa
15552000,P_3_13_14,sg,0,
15552000,P_3_13_14,so,1,
15552000,P_3_13_14,sw,0,
15552000,P_8_13_14,pressure,19048700,Pa
15552000,P_8_13_14,sg,0,
15552000,P_8_13_14,so,1,
15552000,P_8_13_14,sw,0,
15552000,P_13_13_14,pressure,19003400,Pa
15552000,P_13_13_14,sg,0,
15552000,P_13_13_14,so,1,
15552000,P_13_13_14,sw,0,
15552000,P_3_3_13,pressure,19003800,Pa
15552000,P_3_3_13,sg,0,
15552000,P_3_3_13,so,1,
15552000,P_3_3_13,sw,0,
15552000,P_8_3_13,pressure,19043200,Pa
15552000,P_8_3_13,sg,0,
15552000,P_8_3_13,so,1,
15552000,P_8_3_13,sw,0,
15552000,P_13_3_13,pressure,19003000,Pa
15552000,P_13_3_13,sg,0,
15552000,P_13_3_13,so,1,
15552000,P_13_3_13,sw,0,
15552000,P_3_8_13,pressure,19056800,Pa
15552000,P_3_8_13,sg,0,
15552000,P_3_8_13,so,1,
15552000,P_3_8_13,sw,0,
15552000,P_8_8_13,pressure,19062800,Pa
15552000,P_8_8_13,sg,0,
15552000,P_8_8_13,so,1,
15552000,P_8_8_13,sw,0,
15552000,P_13_8_13,pressure,19043200,Pa
15552000,P_13_8_13,sg,0,
15552000,P_13_8_13,so,1,
15552000,P_13_8_13,sw,0,
15552000,P_3_13_13,pressure,19065800,Pa
15552000,P_3_13_13,sg,0,
15552000,P_3_13_13,so,1,
15552000,P_3_13_13,sw,0,
15552000,P_8_13_13,pressure,19056800,Pa
15552000,P_8_13_13,sg,0,
15552000,P_8_13_13,so,1,
15552000,P_8_13_13,sw,0,
15552000,P_13_13_13,pressure,19003800,Pa
15552000,P_13_13_13,sg,0,
15552000,P_13_13_13,so,1,
15552000,P_13_13_13,sw,0,
18144000,P_3_3_15,pressure,19003200,Pa
18144000,P_3_3_15,sg,0,
18144000,P_3_3_15,so,1,
18144000,P_3_3_15,sw,0,
18144000,P_8_3_15,pressure,19031300,Pa
18144000,P_8_3_15,sg,0,
18144000,P_8_3_15,so,1,
18144000,P_8_3_15,sw,0,
18144000,P_13_3_15,pressure,19002300,Pa
18144000,P_13_3_15,sg,0,
18144000,P_13_3_15,so,1,
18144000,P_13_3_15,sw,0,
18144000,P_3_8_15,pressure,19044800,Pa
18144000,P_3_8_15,sg,0,
18144000,P_3_8_15,so,1,
18144000,P_3_8_15,sw,0,
18144000,P_8_8_15,pressure,19042700,Pa
18144000,P_8_8_15,sg,0,
18144000,P_8_8_15,so,1,
18144000,P_8_8_15,sw,0,
18144000,P_13_8_15,pressure,19031300,Pa
18144000,P_13_8_15,sg,0,
18144000,P_13_8_15,so,1,
18144000,P_13_8_15,sw,0,
18144000,P_3_13_15,pressure,19055100,Pa
18144000,P_3_13_15,sg,0,
18144000,P_3_13_15,so,1,
18144000,P_3_13_15,sw,0,
18144000,P_8_13_15,pressure,19044800,Pa
18144000,P_8_13_15,sg,0,
18144000,P_8_13_15,so,1,
18144000,P_8_13_15,sw,0,
18144000,P_13_13_15,pressure,19003200,Pa
18144000,P_13_13_15,sg,0,
18144000,P_13_13_15,so,1,
18144000,P_13_13_15,sw,0,
18144000,P_3_3_14,pressure,19003400,Pa
18144000,P_3_3_14,sg,0,
18144000,P_3_3_14,so,1,
18144000,P_3_3_14,sw,0,
18144000,P_8_3_14,pressure,19035100,Pa
18144000,P_8_3_14,sg,0,
18144000,P_8_3_14,so,1,
18144000,P_8_3_14,sw,0,
18144000,P_13_3_14,pressure,19002500,Pa
18144000,P_13_3_14,sg,0,
18144000,P_13_3_14,so,1,
18144000,P_13_3_14,sw,0,
18144000,P_3_8_14,pressure,19048700,Pa
18144000,P_3_8_14,sg,0,
18144000,P_3_8_14,so,1,
18144000,P_3_8_14,sw,0,
18144000,P_8_8_14,pressure,19048400,Pa
18144000,P_8_8_14,sg,0,
18144000,P_8_8_14,so,1,
18144000,P_8_8_14,sw,0,
18144000,P_13_8_14,pressure,19035100,Pa
18144000,P_13_8_14,sg,0,
18144000,P_13_8_14,so,1,
18144000,P_13_8_14,sw,0,
18144000,P_3_13_14,pressure,19058700,Pa
18144000,P_3_13_14,sg,0,
18144000,P_3_13_14,so,1,
18144000,P_3_13_14,sw,0,
18144000,P_8_13_14,pressure,19048700,Pa
18144000,P_8_13_14,sg,0,
18144000,P_8_13_14,so,1,
18144000,P_8_13_14,sw,0,
18144000,P_13_13_14,pressure,19003400,Pa
18144000,P_13_13_14,sg,0,
18144000,P_13_13_14,so,1,
18144000,P_13_13_14,sw,0,
18144000,P_3_3_13,pressure,19003800,Pa
18144000,P_3_3_13,sg,0,
18144000,P_3_3_13,so,1,
