time_s,probe,quantity,value,unit
15552000,P_5_11_11,sg,0,
15552000,P_5_11_11,so,1,
15552000,P_5_11_11,sw,0,
15552000,P_8_11_11,pressure,19105800,Pa
15552000,P_8_11_11,sg,0,
15552000,P_8_11_11,so,1,
15552000,P_8_11_11,sw,0,
15552000,P_11_11_11,pressure,19073800,Pa
15552000,P_11_11_11,sg,0,
15552000,P_11_11_11,so,1,
15552000,P_11_11_11,sw,0,
18144000,P_5_5_5,pressure,19101100,Pa
18144000,P_5_5_5,sg,0,
18144000,P_5_5_5,so,1,
18144000,P_5_5_5,sw,0,
18144000,P_8_5_5,pressure,19142900,Pa
18144000,P_8_5_5,sg,0,
18144000,P_8_5_5,so,1,
18144000,P_8_5_5,sw,0,
18144000,P_11_5_5,pressure,19134900,Pa
18144000,P_11_5_5,sg,0,
18144000,P_11_5_5,so,1,
18144000,P_11_5_5,sw,0,
18144000,P_5_8_5,pressure,19129900,Pa
18144000,P_5_8_5,sg,0,
18144000,P_5_8_5,so,1,
18144000,P_5_8_5,sw,0,
18144000,P_11_8_5,pressure,19142900,Pa
18144000,P_11_8_5,sg,0,
18144000,P_11_8_5,so,1,
18144000,P_11_8_5,sw,0,
18144000,P_5_11_5,pressure,19102100,Pa
18144000,P_5_11_5,sg,0,
18144000,P_5_11_5,so,1,
18144000,P_5_11_5,sw,0,
18144000,P_8_11_5,pressure,19129900,Pa
18144000,P_8_11_5,sg,0,
18144000,P_8_11_5,so,1,
18144000,P_8_11_5,sw,0,
18144000,P_11_11_5,pressure,19101100,Pa
18144000,P_11_11_5,sg,0,
18144000,P_11_11_5,so,1,
18144000,P_11_11_5,sw,0,
18144000,P_5_5_11,pressure,19073800,Pa
18144000,P_5_5_11,sg,0,
18144000,P_5_5_11,so,1,
18144000,P_5_5_11,sw,0,
18144000,P_8_5_11,pressure,19098600,Pa
18144000,P_8_5_11,sg,0,
18144000,P_8_5_11,so,1,
18144000,P_8_5_11,sw,0,
18144000,P_11_5_11,pressure,19076900,Pa
18144000,P_11_5_11,sg,0,
18144000,P_11_5_11,so,1,
18144000,P_11_5_11,sw,0,
18144000,P_5_8_11,pressure,19105800,Pa
18144000,P_5_8_11,sg,0,
18144000,P_5_8_11,so,1,
18144000,P_5_8_11,sw,0,
18144000,P_11_8_11,pressure,19098600,Pa
18144000,P_11_8_11,sg,0,
18144000,P_11_8_11,so,1,
18144000,P_11_8_11,sw,0,
18144000,P_5_11_11,pressure,19096300,Pa
18144000,P_5_11_11,sg,0,
18144000,P_5_11_11,so,1,
18144000,P_5_11_11,sw,0,
18144000,P_8_11_11,pressure,19105800,Pa
18144000,P_8_11_11,sg,0,
18144000,P_8_11_11,so,1,
18144000,P_8_11_11,sw,0,
18144000,P_11_11_11,pressure,19073800,Pa
18144000,P_11_11_11,sg,0,
18144000,P_11_11_11,so,1,
18144000,P_11_11_11,sw,0,
20736000,P_5_5_5,pressure,19101100,Pa
20736000,P_5_5_5,sg,0,
20736000,P_5_5_5,so,1,
20736000,P_5_5_5,sw,0,
20736000,P_8_5_5,pressure,19142900,Pa
20736000,P_8_5_5,sg,0,
20736000,P_8_5_5,so,1,
20736000,P_8_5_5,sw,0,
20736000,P_11_5_5,pressure,19134900,Pa
20736000,P_11_5_5,sg,0,
20736000,P_11_5_5,so,1,
20736000,P_11_5_5,sw,0,
20736000,P_5_8_5,pressure,19129900,Pa
20736000,P_5_8_5,sg,0,
20736000,P_5_8_5,so,1,
20736000,P_5_8_5,sw,0,
20736000,P_11_8_5,pressure,19142900,Pa
20736000,P_11_8_5,sg,0,
20736000,P_11_8_5,so,1,
20736000,P_11_8_5,sw,0,
20736000,P_5_11_5,pressure,19102100,Pa
20736000,P_5_11_5,sg,0,
20736000,P_5_11_5,so,1,
20736000,P_5_11_5,sw,0,
20736000,P_8_11_5,pressure,19129900,Pa
20736000,P_8_11_5,sg,0,
20736000,P_8_11_5,so,1,
20736000,P_8_11_5,sw,0,
20736000,P_11_11_5,pressure,19101100,Pa
20736000,P_11_11_5,sg,0,
20736000,P_11_11_5,so,1,
20736000,P_11_11_5,sw,0,
20736000,P_5_5_11,pressure,19073800,Pa
20736000,P_5_5_11,sg,0,
20736000,P_5_5_11,so,1,
20736000,P_5_5_11,sw,0,
20736000,P_8_5_11,pressure,19098600,Pa
20736000,P_8_5_11,sg,0,
20736000,P_8_5_11,so,1,
20736000,P_8_5_11,sw,0,
20736000,P_11_5_11,pressure,19076900,Pa
20736000,P_11_5_11,sg,0,
20736000,P_11_5_11,so,1,
20736000,P_11_5_11,sw,0,
20736000,P_5_8_11,pressure,19105800,Pa
20736000,P_5_8_11,sg,0,
20736000,P_5_8_11,so,1,
20736000,P_5_8_11,sw,0,
20736000,P_11_8_11,pressure,19098600,Pa
20736000,P_11_8_11,sg,0,
20736000,P_11_8_11,so,1,
20736000,P_11_8_11,sw,0,
20736000,P_5_11_11,pressure,19096300,Pa
20736000,P_5_11_11,sg,0,
20736000,P_5_11_11,so,1,
20736000,P_5_11_11,sw,0,
20736000,P_8_11_11,pressure,19105800,Pa
20736000,P_8_11_11,sg,0,
20736000,P_8_11_11,so,1,
20736000,P_8_11_11,sw,0,
20736000,P_11_11_11,pressure,19073800,Pa
20736000,P_11_11_11,sg,0,
20736000,P_11_11_11,so,1,
20736000,P_11_11_11,sw,0,
23328000,P_5_5_5,pressure,19101100,Pa
23328000,P_5_5_5,sg,0,
23328000,P_5_5_5,so,1,
23328000,P_5_5_5,sw,0,
23328000,P_8_5_5,pressure,19142900,Pa
23328000,P_8_5_5,sg,0,
23328000,P_8_5_5,so,1,
23328000,P_8_5_5,sw,0,
23328000,P_11_5_5,pressure,19134900,Pa
23328000,P_11_5_5,sg,0,
23328000,P_11_5_5,so,1,
23328000,P_11_5_5,sw,0,
23328000,P_5_8_5,pressure,19129900,Pa
23328000,P_5_8_5,sg,0,
23328000,P_5_8_5,so,1,
23328000,P_5_8_5,sw,0,
23328000,P_11_8_5,pressure,19142900,Pa
23328000,P_11_8_5,sg,0,
23328000,P_11_8_5,so,1,
23328000,P_11_8_5,sw,0,
23328000,P_5_11_5,pressure,19102100,Pa
23328000,P_5_11_5,sg,0,
23328000,P_5_11_5,so,1,
23328000,P_5_11_5,sw,0,
23328000,P_8_11_5,pressure,19129900,Pa
23328000,P_8_11_5,sg,0,
23328000,P_8_11_5,so,1,
23328000,P_8_11_5,sw,0,
23328000,P_11_11_5,pressure,19101100,Pa
23328000,P_11_11_5,sg,0,
23328000,P_11_11_5,so,1,
23328000,P_11_11_5,sw,0,
23328000,P_5_5_11,pressure,19073800,Pa
23328000,P_5_5_11,sg,0,
23328000,P_5_5_11,so,1,
23328000,P_5_5_11,sw,0,
23328000,P_8_5_11,pressure,19098600,Pa
23328000,P_8_5_11,sg,0,
23328000,P_8_5_11,so,1,
23328000,P_8_5_11,sw,0,
23328000,P_11_5_11,pressure,19076900,Pa
23328000,P_11_5_11,sg,0,
23328000,P_11_5_11,so,1,
23328000,P_11_5_11,sw,0,
23328000,P_5_8_11,pressure,19105800,Pa
23328000,P_5_8_11,sg,0,
23328000,P_5_8_11,so,1,
23328000,P_5_8_11,sw,0,
23328000,P_11_8_11,pressure,19098600,Pa
23328000,P_11_8_11,sg,0,
23328000,P_11_8_11,so,1,
23328000,P_11_8_11,sw,0,
23328000,P_5_11_11,pressure,19096300,Pa
23328000,P_5_11_11,sg,0,
23328000,P_5_11_11,so,1,
23328000,P_5_11_11,sw,0,
23328000,P_8_11_11,pressure,19105800,Pa
23328000,P_8_11_11,sg,0,
23328000,P_8_11_11,so,1,
23328000,P_8_11_11,sw,0,
23328000,P_11_11_11,pressure,19073800,Pa
23328000,P_11_11_11,sg,0,
23328000,P_11_11_11,so,1,
23328000,P_11_11_11,sw,0,
25920000,P_5_5_5,pressure,19101100,Pa
25920000,P_5_5_5,sg,0,
25920000,P_5_5_5,so,1,
25920000,P_5_5_5,sw,0,
25920000,P_8_5_5,pressure,19142900,Pa
25920000,P_8_5_5,sg,0,
25920000,P_8_5_5,so,1,
25920000,P_8_5_5,sw,0,
25920000,P_11_5_5,pressure,19134900,Pa
25920000,P_11_5_5,sg,0,
25920000,P_11_5_5,so,1,
25920000,P_11_5_5,sw,0,
25920000,P_5_8_5,pressure,19129900,Pa
25920000,P_5_8_5,sg,0,
25920000,P_5_8_5,so,1,
25920000,P_5_8_5,sw,0,
25920000,P_11_8_5,pressure,19142900,Pa
25920000,P_11_8_5,sg,0,
25920000,P_11_8_5,so,1,
25920000,P_11_8_5,sw,0,
25920000,P_5_11_5,pressure,19102100,Pa
25920000,P_5_11_5,sg,0,
25920000,P_5_11_5,so,1,
25920000,P_5_11_5,sw,0,
25920000,P_8_11_5,pressure,19129900,Pa
25920000,P_8_11_5,sg,0,
25920000,P_8_11_5,so,1,
25920000,P_8_11_5,sw,0,
25920000,P_11_11_5,pressure,19101100,Pa
25920000,P_11_11_5,sg,0,
25920000,P_11_11_5,so,1,
25920000,P_11_11_5,sw,0,
25920000,P_5_5_11,pressure,19073800,Pa
25920000,P_5_5_11,sg,0,
25920000,P_5_5_11,so,1,
25920000,P_5_5_11,sw,0,
25920000,P_8_5_11,pressure,19098600,Pa
25920000,P_8_5_11,sg,0,
25920000,P_8_5_11,so,1,
25920000,P_8_5_11,sw,0,
25920000,P_11_5_11,pressure,19076900,Pa
25920000,P_11_5_11,sg,0,
25920000,P_11_5_11,so,1,
25920000,P_11_5_11,sw,0,
25920000,P_5_8_11,pressure,19105800,Pa
25920000,P_5_8_11,sg,0,
25920000,P_5_8_11,so,1,
25920000,P_5_8_11,sw,0,
25920000,P_11_8_11,pressure,19098600,Pa
25920000,P_11_8_11,sg,0,
25920000,P_11_8_11,so,1,
25920000,P_11_8_11,sw,0,
25920000,P_5_11_11,pressure,19096300,Pa
25920000,P_5_11_11,sg,0,
25920000,P_5_11_11,so,1,
25920000,P_5_11_11,sw,0,
25920000,P_8_11_11,pressure,19105800,Pa
25920000,P_8_11_11,sg,0,
25920000,P_8_11_11,so,1,
25920000,P_8_11_11,sw,0,
25920000,P_11_11_11,pressure,19073800,Pa
25920000,P_11_11_11,sg,0,
25920000,P_11_11_11,so,1,
25920000,P_11_11_11,sw,0,
28512000,P_5_5_5,pressure,19101100,Pa
28512000,P_5_5_5,sg,0,
28512000,P_5_5_5,so,1,
28512000,P_5_5_5,sw,0,
28512000,P_8_5_5,pressure,19142900,Pa
28512000,P_8_5_5,sg,0,
28512000,P_8_5_5,so,1,
28512000,P_8_5_5,sw,0,
28512000,P_11_5_5,pressure,19134900,Pa
28512000,P_11_5_5,sg,0,
28512000,P_11_5_5,so,1,
28512000,P_11_5_5,sw,0,
28512000,P_5_8_5,pressure,19129900,Pa
28512000,P_5_8_5,sg,0,
28512000,P_5_8_5,so,1,
28512000,P_5_8_5,sw,0,
28512000,P_11_8_5,pressure,19142900,Pa
28512000,P_11_8_5,sg,0,
28512000,P_11_8_5,so,1,
28512000,P_11_8_5,sw,0,
28512000,P_5_11_5,pressure,19102100,Pa
28512000,P_5_11_5,sg,0,
28512000,P_5_11_5,so,1,
28512000,P_5_11_5,sw,0,
28512000,P_8_11_5,pressure,19129900,Pa
28512000,P_8_11_5,sg,0,
28512000,P_8_11_5,so,1,
28512000,P_8_11_5,sw,0,
28512000,P_11_11_5,pressure,19101100,Pa
28512000,P_11_11_5,sg,0,
28512000,P_11_11_5,so,1,
28512000,P_11_11_5,sw,0,
28512000,P_5_5_11,pressure,19073800,Pa
28512000,P_5_5_11,sg,0,
28512000,P_5_5_11,so,1,
28512000,P_5_5_11,sw,0,
28512000,P_8_5_11,pressure,19098600,Pa
28512000,P_8_5_11,sg,0,
28512000,P_8_5_11,so,1,
28512000,P_8_5_11,sw,0,
28512000,P_11_5_11,pressure,19076900,Pa
28512000,P_11_5_11,sg,0,
28512000,P_11_5_11,so,1,
28512000,P_11_5_11,sw,0,
28512000,P_5_8_11,pressure,19105800,Pa
28512000,P_5_8_11,sg,0,
28512000,P_5_8_11,so,1,
28512000,P_5_8_11,sw,0,
28512000,P_11_8_11,pressure,19098600,Pa
28512000,P_11_8_11,sg,0,
28512000,P_11_8_11,so,1,
28512000,P_11_8_11,sw,0,
28512000,P_5_11_11,pressure,19096300,Pa
28512000,P_5_11_11,sg,0,
28512000,P_5_11_11,so,1,
28512000,P_5_11_11,sw,0,
28512000,P_8_11_11,pressure,19105800,Pa
28512000,P_8_11_11,sg,0,
28512000,P_8_11_11,so,1,
28512000,P_8_11_11,sw,0,
28512000,P_11_11_11,pressure,19073800,Pa
28512000,P_11_11_11,sg,0,
28512000,P_11_11_11,so,1,
28512000,P_11_11_11,sw,0,
31104000,P_5_5_5,pressure,19101100,Pa
31104000,P_5_5_5,sg,0,
31104000,P_5_5_5,so,1,
31104000,P_5_5_5,sw,0,
31104000,P_8_5_5,pressure,19142900,Pa
31104000,P_8_5_5,sg,0,
31104000,P_8_5_5,so,1,
31104000,P_8_5_5,sw,0,
31104000,P_11_5_5,pressure,19134900,Pa
31104000,P_11_5_5,sg,0,
31104000,P_11_5_5,so,1,
31104000,P_11_5_5,sw,0,
31104000,P_5_8_5,pressure,19129900,Pa
31104000,P_5_8_5,sg,0,
31104000,P_5_8_5,so,1,
31104000,P_5_8_5,sw,0,
31104000,P_11_8_5,pressure,19142900,Pa
31104000,P_11_8_5,sg,0,
31104000,P_11_8_5,so,1,
31104000,P_11_8_5,sw,0,
31104000,P_5_11_5,pressure,19102100,Pa
